OFFMAP_NEWS_TOOLTIP;§YReceive News§!;;;;;;;;;;X
OFFMAP_NEWS_TOOLTIP_DESC;如果开启, 你将会收到发生在 [Root.GetShortGenericName] 的偶然更新;;;;;;;;;;X
OFFMAP_TRIBUTARIES;朝贡国;;;;;;;;;;X
OFFMAP_TRIBUTARIES_TOOLTIP;§YTributaries§!;;;;;;;;;;X
OFFMAP_NAPS;和平协定;;;;;;;;;;X
OFFMAP_NAPS_TOOLTIP;§YPeace Deals§!;;;;;;;;;;X
OFFMAP_NAPS_TOOLTIP_DESC;统治者可能和 [Root.GetName] 签署和平协议, 确保他们不会成为一场入侵的目标。;;;;;;;;;;X
OFFMAP_GRACE_TOOLTIP;这是你当前的 §Y[Root.GetCurrency]§! 处于 §Y[Root.Ruler.GetOnlyDynastyName] Dynasty§!!;;;;;;;;;;X
OFFMAP_GRACE_TOOLTIP_GAIN;每月上涨:;;;;;;;;;;X
OFFMAP_GRACE_TOOLTIP_DESC;[Root.GetCurrency] 能够被通过朝贡获得 [Root.GetFullName], 能够被用于获得不同利益。;;;;;;;;;;X
OFFMAP_PREV_STATUS;从前的地位 $STATUS|Y$;;;;;;;;;;X
OFFMAP_PREV_POLICY;从前的政策 $POLICY|Y$;;;;;;;;;;X
EFFECT_ON_OFFMAP;影响 [Root.Governor.GetBestName]:;;;;;;;;;;X
OFFMAP_POLICY;政策: $政策|Y$;;;;;;;;;;X
OFFMAP_STATUS;地位: $STATUS|Y$;;;;;;;;;;X
TRADE_ROUTE_VALUE_MULTIPLIER_EFFECT;$ROUTE|Y$ 的价值被设置为 $VALUE|Y$% 的正常值;;;;;;;;;;X
TRADE_ROUTE_BASE_VALUE_EFFECT; $ROUTE|Y$ 的基本值被设置为 $VALUE|Y$;;;;;;;;;;X
ACTIVE_TRADE_ROUTE_IN_PROVINCE;\n$ROUTE|Y$\n $ROUTE|Y$ 为全国带来贸易\n;;;;;;;;;;X
INACTIVE_TRADE_ROUTE_IN_PROVINCE;\n$ROUTE|Y$\n§R 一种接近于 §!$ROUTE|Y$§R 正在导致它的怠惰. 在指定时间内，这可能会改变。§!\n;;;;;;;;;;X
OFFMAP_GRACE;魅力;;;;;;;;;;X
TRADE_ROUTE_TRADE_CENTER_UNOWNED;§Y潜在贸易节点§!;;;;;;;;;;X
TRADE_ROUTE_TRADE_CENTER_OWNED;§YTrade Post Owned by§! $OWNER|Y$;;;;;;;;;;X
TRADE_ROUTE_TRADE_CENTER_DESC;由于拥有贸易路线上的战略地位，一地区有很大的贸易潜力。\n拥有着可能会设立一个贸易职位来获得巨大的经济利益。;;;;;;;;;;X
TXT_GRACE_desc;\n天命通过 §YPaying Tribute§! 积累到现任皇帝, 你可以使用积累的天命 §GAsk for Boons§!. 你所积累的任何天命，都将在继承时传给你的继承人。\n§R 如果发生王朝更迭，所有的天命都将不复存在！§!;;;;;;;;;;X
INTERESTED_IN_SOCIETY_TRIGGER_NOT;对加入这个 $SOCIETY$没有兴趣;;;;;;;;;;X
confucian_bureaucracy;儒家官僚主义;;;;;;;;;;X
GOV_TOLERATES_RELIGIONS_DESC;不在乎别人是否追随他们的宗教;;;;;;;;;;X
GOV_RELIGION_TOLERATED_BY_OTHERS_DESC;不对其他宗教的人进行舆论惩罚;;;;;;;;;;X
GOV_NO_VASSAL_GOVERNMENT_PENALTIES_DESC不对其他政府类型的封臣进行舆论惩罚;;;;;;;;;;X
TITLE_USURPTION_DISALLOWED;不是可篡夺的头衔;;;;;;;;;;X
succ_offmap_succession;儒家官僚主义;;;;;;;;;;X
offmap_succession;任命;;;;;;;;;;X
INTERACTION_ACTOR_NOT_COALITION;§Y[Actor.GetTitledFirstName]§! 不处于在对 §Y[Recipient.GetTitledFirstName]§! 的防御同盟中;;;;;;;;;;X
ATTRITION_AT_SEA;海军损耗: $VALUE|R$%;;;;;;;;;;X
OUT_OF_SUPPLIES_ATTRITION;供给消耗: $VALUE|R$%;;;;;;;;;;X
ABOVE_SUPPLY_LIMIT_ATTRITION;供给消耗限制: $VALUE|R$%;;;;;;;;;;X
ATTRITION_COMMANDER_EFFECT;$LEADER|Y$: $VALUE$;;;;;;;;;;X
ATTRITION_CURRENT;每月消耗: §Y$VALUE$%§!;;;;;;;;;;X
MODIFIER_ARMY_REINFORCE_RATE;士兵增援率;;;;;;;;;;X
UNIT_LEADER_REINFORCE_RATE;增援率 $REINFORCE$ 被 $LEADER|Y$改变;;;;;;;;;;X
SKIRMISH_ATTACK;冲突伤害;;;;;;;;;;X
SKIRMISH_DEFENCE;冲突防御;;;;;;;;;;X
MELEE_ATTACK;近战伤害;;;;;;;;;;X
MELEE_DEFENCE;近战防御;;;;;;;;;;X
PURSUIT_ATTACK;远程伤害;;;;;;;;;;X
PURSUIT_DEFENCE;远程防御;;;;;;;;;;X
PHASE_COMBAT_MODIFIER;$PHASE$ 伤害修正: $PERC$;;;;;;;;;;X
ANY_NEIGHBOR_INDEPENDENT_RULER_STARTS;任何相邻的独立统治者;;;;;;;;;;X
DEMESNE_SIZE_PERCENTAGE;达到 §Y$COMPARISON$ $VALUE$%§! 私有土地限制;;;;;;;;;;X
TRIBUTARY_RELATIONSHIP;$TYPE|Y$ of §Y$SUZERAIN$§!;;;;;;;;;;X
GOV_CANNOT_CREATE_EMPIRES_DESC;不能创建帝国;;;;;;;;;;X
GOVERNMENT_CANNOT_CREATE_EMPIRES;不能创建帝国;;;;;;;;;;X
OFFMAP_VIEW_BUTTON_INSTANT;$OFFMAP|Y$\n开启与 §Y$OFFMAP_SHORT$ China§! 的交流.;;;;;;;;;;X
NOT_EQUAL;不等于;;;;;;;;;;X
RELATIVE_REALM_SIZE;达到 §Y$COMPARISON$ $VALUE$%§! of $WHO|Y$'s 领土限制;;;;;;;;;;X
TOTAL_REALM_SIZE;王国大小: $SIZE|Y$;;;;;;;;;;X
AIREASON_ATTACK_ON_TRIBUTARY;对朝贡国的战争;;;;;;;;;;X
sold_my_province;出售我的领地;;;;;;;;;;X
sold_vassal_province;出售封臣领地;;;;;;;;;;X
EVTDESC_ADV_3_A;致尊敬的 [Root.GetTitledFirstName],\n我的 [Root.GetLordLady], 你是一个被赐予繁华土地与美好家庭的 [Root.GetManWoman] ！获得你的 [selling_province.GetName] 其中之一的土地将会是我荣幸，或者你的 [marriage_child.GetDaughterSon], [marriage_child.GetTitledFirstName]. 这将确保我们之间的持久和平。\n\n署名，\n[From.GetTitledName];;;;;;;;;;X
EVTDESC_ADV_3_B;致尊敬的 [Root.GetTitledFirstName],\n我的 [Root.GetLordLady], 你繁荣的土地象征着你一个 [Root.GetTitle] 惊人的能力。 我有一个提议，可以保证我们之间的持久和平.。让我以你的名义统治 [selling_province.GetName] , 没有人敢再觊觎它\n\n署名，\n[From.GetTitledName];;;;;;;;;;X
EVTOPTA_ADV_3;[selling_province.GetName] 实在是一块吸引人的土地， 如果价格合适，它将是你的。;;;;;;;;;;X
EVTOPTA_ADV_3_TT;提供你的领地 §Y[selling_province.GetName]§! 给投机商人 §Y[From.GetTitledFirstName]§! 以 §G[selling_province.price.GetValue]§!¤ 价格。如果 [From.GetSheHe] 接受， [From.GetSheHe] 将成为你的封臣，将在10年内免受掠夺者的侵袭。\n;;;;;;;;;;X
EVTOPTB_ADV_3_TT;提供你的领地 §Y[selling_province.GetName]§!, 这是由你的封臣所统治的 §Y[selling_province.Holder.GetTitledFirstName]§!, 对投机商人 §Y[From.GetTitledFirstName]§! 花去 §G[selling_province.price.GetValue]§!¤。 如果 [From.GetSheHe] 接受， [From.GetSheHe]  将成为你的封臣，将在10年内免受掠夺者的侵袭。\n\nHowever, your remaining vassals will be displeased, resulting in the following effect:\n;;;;;;;;;;X
EVTOPTC_ADV_3;[marriage_child.GetFirstName] 将会使你成为一个 [marriage_child.GetHusbandWife].;;;;;;;;;;X
EVTOPTC_ADV_3_TT;通过婚姻，你与 §Y[From.GetTitledFirstName]§!形成了一个互不侵犯的协议.;;;;;;;;;;X
EVTOPTD_ADV_3;糖衣炮弹依然是威胁 [GetRootFromInsult]!;;;;;;;;;;X
EVTOPTD_ADV_3_TT;拒绝与这位冒险家达成协议 §Y[From.GetTitledFirstName]§!.\n;;;;;;;;;;X
EVTDESC_ADV_4;致智慧和尊敬的 [Root.GetTitledFirstName],\n如果不接受这样慷慨的提议，我就太傻了。我将自豪地成为你的封臣， [selling_province.GetName] 将在我的手中繁荣昌盛。这是誓言！\n\n署名，\n[From.GetTitledName];;;;;;;;;;X
EVTOPTA_ADV_4;我很高兴我们能以和平的方式解决这个问题。;;;;;;;;;;X
EVTOPTA_ADV_5;如果它能确保和平，我必须同意。;;;;;;;;;;X
EVTOPTD_ADV_5;可恶！我们又得兵戎相见了！;;;;;;;;;;X
EVTOPTA_ADV_5_tooltip;所有其他封臣的 §Y[Root.GetTitledFirstName]§! 每 §R-15§! 改变，持续 §Y5§! 年. §Y(Sold Vassal County)§!\n;;;;;;;;;;X
raiding_adventurer_war_declaration_tooltip;§Y[From.GetTitledFirstName]§! 宣称 [From.GetHerHis] 夺取你领土的意图，在 [From.GetHerHis] 强盗与山贼的帮助之下;;;;;;;;;;X
desc_settled_adventurer;这些土地的臣民已经被一名保护他们免受叛军侵扰的人统治了。;;;;;;;;;;X
GetCouncillorLetterGreeting_string; [From.GetJobTitle] 的 [From.Liege.GetChineseComplimentAdjective] [From.Liege.GetTitle] 写信给 [Root.GetChineseComplimentAdjective] [Root.GetTitle] 的 [Root.PrimaryTitle.GetFullName];;;;;;;;;;X
GetRulerLetterGreeting_string; [From.GetTitle] 的 [Root.PrimaryTitle.GetName] 送出 [From.GetHerHis] 的问候给[Root.GetChineseComplimentAdjective] [Root.GetTitle] 的 [Root.PrimaryTitle.GetName];;;;;;;;;;X
String_peace_and_unity;愿和平与团结永远保佑你的王国;;;;;;;;;;X
String_strength_and_vigor;愿力量和活力之神祝福你的统治;;;;;;;;;;X
String_prospering_lands;愿你的土地永远繁荣昌盛;;;;;;;;;;X
String_divine_guidance;愿上帝指引你的道路;;;;;;;;;;X
String_heavens_blessings;天堂在祝福你;;;;;;;;;;X
String_good_health;愿健康与你同在;;;;;;;;;;X
EVTDESC_JD_20002_A;[Root.GetCouncillorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n为了加强我们两国关系， 我的 [From.Liege.GetMasterMistress] 把我作为人质送往了你的领地了， 如果能够参观你的殿堂与 [From.GetCGMission] ，我将感到荣幸。 ;;;;;;;;;;X
EVTDESC_JD_20002_B;[Root.GetCouncillorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n为了进一步巩固我们两国关系，确保和平合作， 我的 [From.Liege.GetMasterMistress] 把我作为人质送往了你的领地了，如果能够参观你的殿堂与 [From.GetCGMission]，我将感到荣幸。;;;;;;;;;;X
GetCGMission_diplomatic_visit;与外交官讨论政治;;;;;;;;;;X
GetCGMission_oversee_troops;监督新部队的训练;;;;;;;;;;X
GetCGMission_study_military;研究军事;;;;;;;;;;X
GetCGMission_oversee_tax_collection;监督本季度的税收征管;;;;;;;;;;X
GetCGMission_trade;与当地客商建立贸易协定;;;;;;;;;;X
GetCGMission_preaching;教导你的臣民关于国家的神圣秩序;;;;;;;;;;X
GetCGMission_study_theology;和你的 [Root.Religion.GetPriestTitle]讨论搞比利的哲学;;;;;;;;;;X
String_chaste;纯洁的;;;;;;;;;;X
String_radiant;光芒四射的;;;;;;;;;;X
String_illustrious;出色的;;;;;;;;;;X
String_honorable;光荣的;;;;;;;;;;X
String_honored;受尊敬的;;;;;;;;;;X
String_wise;睿智的;;;;;;;;;;X
String_sage;贤明的;;;;;;;;;;X
String_pious;虔诚的;;;;;;;;;;X
String_righteous;正直的;;;;;;;;;;X
String_benevolent;仁慈的;;;;;;;;;;X
String_sincere;真诚的;;;;;;;;;;X
String_brave;勇敢的;;;;;;;;;;X
String_lovely;可爱的;;;;;;;;;;X
String_graceful;优美的;;;;;;;;;;X
String_eminent;杰出的;;;;;;;;;;X
String_great;伟大的;;;;;;;;;;X
String_exalted;高尚的;;;;;;;;;;X
String_magnificent;宏伟的;;;;;;;;;;X
EVTOPTA_JD_20002;[From.Liege.GetTitle]的仆人总是在我的王国里受欢迎。;;;;;;;;;;X
EVTOPTB_JD_20002;我现在没有时间迎接客人。;;;;;;;;;;X
EVTOPTA_JD_20002_TT;§Y[From.Liege.GetTitledFirstName]§!的[From.GetJobTitle]， §Y[From.GetTitle]§!，将要到访你的领地。\n;;;;;;;;;;X
EVTOPTB_JD_20002_TT;你的拒绝是对§Y[From.Liege.GetTitledFirstName]§!和[From.Liege.GetHerHis] [From.GetJobTitle] §Y[From.GetTitledFirstName]§!的极大侮辱！\n;;;;;;;;;;X
EVTDESC_JD_20004;在我的宫廷和[Root.Capital.GetName]游览了两个星期之后, [From.GetJobTitle] [From.GetDynName]将要离开了。多亏了我那准备的无微不至的[corresponding_councilor.GetJobTitle], [corresponding_councilor.GetTitledFirstName],一切都十分顺利。[From.GetJobTitle]已经带着[From.GetHerHis] [From.Liege.GetMasterMistress]的[From.GetCGMissionOutcome]回去了。;;;;;;;;;;X
GetCGMissionOutcome_diplomatic_visit;专业的外交信笺;;;;;;;;;;X
GetCGMissionOutcome_oversee_troops;令人安心的报告;;;;;;;;;;X
GetCGMissionOutcome_study_military;全新的军事科技;;;;;;;;;;X
GetCGMissionOutcome_oversee_tax_collection;厚实的金库;;;;;;;;;;X
GetCGMissionOutcome_trade;一些新的贸易条款;;;;;;;;;;X
GetCGMissionOutcome_preaching;虔诚封臣的传说;;;;;;;;;;X
GetCGMissionOutcome_study_theology;哲学研究的新进展;;;;;;;;;;X
EVTOPTA_JD_20004;干得漂亮, [corresponding_councilor.GetJobTitle] [corresponding_councilor.GetFirstName]。[From.Liege.GetTitle]会很高兴的。;;;;;;;;;;X
EVTDESC_JD_20005;欢迎晚会结束之后, [From.GetJobTitle] [From.GetDynName]和我到一个安静的地方进行私人会谈,看着那从[Root.Capital.Capital.GetHolding]墙边升起的明月.突然间,一道亮光飞快的划过天际，[From.GetJobTitle]的脸突然变得铁青. “不祥之兆！”，翻译官低声的说，接着那两[From.GetMenWomen]就急急忙忙离开了。;;;;;;;;;;X
EVTOPTA_JD_20005;哎,别走啊!我们正聊得高兴呢!;;;;;;;;;;X
EVTOPTA_JD_20005_tt;§Y[From.GetJobTitle] [From.GetDynName]§!急急忙忙的离开了，因为[From.GetSheHe]相信[From.GetHerHis]行程被上天所诅咒了.;;;;;;;;;;X
EVTDESC_JD_20006;为了迎接[From.GetJobTitle] [From.GetDynName]明天来访的准备进行的很顺利，但我还在思考着如何让[From.GetHerHim]感到宾至如归。虽然我已经请了一位专业的翻译官，但我想着如果我用[From.GetHerHis]的语言来亲自接待[From.GetHerHim]会不会更能展现出我的姿态呢？;;;;;;;;;;X
EVTOPTC_JD_20006;幸好我懂那么一点点中文。;;;;;;;;;;X
EVTOPTD_JD_20006;这可太蠢了。我不可能比翻译官的水平还要好。;;;;;;;;;;X
EVTOPTA_JD_20006_SUCCESS_TT;今晚的学习效果不错。你明天的问候将会万无一失。;;;;;;;;;;X
student_of_language_tt;§Y[Root.GetTitledFirstName]§!获得了'§Y语言学习者§!'，§G+1§!学识。;;;;;;;;;;X
multilingual_tt;§Y[Root.GetTitledFirstName]§!获得了'§Y精通多种外语§!'，§G+1§!学识§G+1§!外交。;;;;;;;;;;X
EVTOPTA_JD_20006_FAILURE_TT;你学外语的时候睡着了，所以你明天只能当听众了。;;;;;;;;;;X
EVTOPTB_JD_20006_SUCCESS_TT;你尝试着进行了一次成功的问候。;;;;;;;;;;X
EVTOPTB_JD_20006_FAILURE_TT;你的问候错漏百出。;;;;;;;;;;X
EVTOPTC_JD_20006_TT;因为你能说多种外语，所以你对来宾的问候基本上没出差错。\n;;;;;;;;;;X
EVTDESC_JD_20007;我要翻译官不只是指导我如何正确发音，还让他教我语法和单词的意思。这花了我很多时间，但是当看到我比较熟练的用中文向[FromFrom.GetHerHim]问候时，[FromFrom.GetJobTitle] [FromFrom.GetDynName][FromFrom.GetFaceDescription]的脸上的满意神情证明了这一切都是值得的。;;;;;;;;;;X
EVTOPTA_JD_20007;语言的力量真的远超[Root.GetMenWomen]的想象.;;;;;;;;;;X
EVTDESC_JD_20008;'我的[Root.GetLordLady],快起来吧!'我从睡梦中惊醒.我在哪呢?我的眼睛飞快的扫过房间.原来我在图书馆里! '宾客们都在等着了!抱歉,我的[Root.GetLordLady], 我们不知道您在哪.我们已经在[Root.Capital.Capital.GetHolding]寻找您几个小时了!'我懊悔的用手遮住脸. 我没有去迎接我的宾客,这次访问简直就是灾难...;;;;;;;;;;X
EVTOPTA_JD_20008;诅咒那些早起的人,这太阳才刚刚升起来就起床了!;;;;;;;;;;X
EVTDESC_JD_20009;在睡觉之前我花了一个小时去读翻译官为我准备的欢迎词,今早起床的时候, [FromFrom.GetSheHe]在这为我纠正读音.我不懂那些诘屈聱牙的句子是什么意思,但是起码我能在欢迎[FromFrom.GetJobTitle] [FromFrom.GetDynName]的时候把它们给念出来.;;;;;;;;;;X
EVTOPTA_JD_20009;看起来进展不错呀,我感觉!;;;;;;;;;;X
EVTDESC_JD_20010;在睡觉之前我花了一个小时去读翻译官为我准备的欢迎词.然而当我今早站在[FromFrom.GetJobTitle] [FromFrom.GetDynName]面前的时候,就好像有人把我对这些词语的记忆抹掉了一样!我把别的词都忘了，最后结结巴巴的说出来一些粗鄙之语...;;;;;;;;;;X
EVTOPTA_JD_20010;我从来没有感到这么尴尬过!;;;;;;;;;;X
multilingual_option_available_tt;这个决议对你可用，因为你有§Y精通多种外语§!修正.\n\n;;;;;;;;;;X
EVTDESC_JD_20011;我让我的随从买了一匹有着花纹的华美中国丝绸用做欢迎[From.GetJobTitle] [From.GetDynName]莅临的准备. 然而,当我迎接[From.GetHerHim]和[From.GetHerHis]的随从时, 我的新礼服似乎让[From.GetHerHim]很不高兴! 后来,翻译官告诉我我穿的衣服上有着[From.Liege.Offmap.Ruler.GetTitle]皇族才能有的装饰.;;;;;;;;;;X
